project_id,stage_id,stage_name,planned_start_date,planned_end_date,actual_start_date,actual_end_date,status,percent_complete,delay_days,stage_owner_department
SIH26017-PRJ-000106,5,Final Declaration (Sec 19),2019-03-14,2019-05-21,2019-03-14,2019-07-05,Completed,100.0,45.0,Implementing Agency
SIH26017-PRJ-000106,6,Award Declaration (Sec 23),2019-07-12,2019-10-07,2019-07-12,2020-06-14,Completed,100.0,251.0,Revenue Dept
SIH26017-PRJ-000106,7,Compensation Disbursement,2020-06-17,2020-11-09,2020-06-17,2022-07-13,Completed,100.0,611.0,LA Branch
SIH26017-PRJ-000106,8,Possession,2022-07-14,2022-09-27,2022-07-14,2023-04-18,Completed,100.0,203.0,Revenue Dept
SIH26017-PRJ-000106,9,Mutation & Handover,2023-04-22,2023-06-07,2023-04-22,2023-08-07,Completed,100.0,61.0,Revenue Dept
SIH26017-PRJ-000107,1,Preliminary Notification (Sec 11),2020-06-18,2020-08-11,2020-06-18,2020-09-12,Completed,100.0,32.0,LA Branch
SIH26017-PRJ-000107,2,Social Impact Assessment (SIA),2020-09-14,2021-01-03,2020-09-14,2021-03-24,Completed,100.0,80.0,Implementing Agency
SIH26017-PRJ-000107,3,Survey & Measurement,2021-04-02,2021-06-13,2021-04-02,2021-07-28,Completed,100.0,45.0,Revenue Dept
SIH26017-PRJ-000107,4,Draft Declaration,2021-07-30,2021-09-25,2021-07-30,2021-10-24,Completed,100.0,29.0,LA Branch
SIH26017-PRJ-000107,5,Final Declaration (Sec 19),2021-10-27,2022-01-02,2021-10-27,2022-02-04,Completed,100.0,33.0,Implementing Agency
SIH26017-PRJ-000107,6,Award Declaration (Sec 23),2022-02-10,2022-05-13,2022-02-10,2022-10-08,Completed,100.0,148.0,Implementing Agency
SIH26017-PRJ-000107,7,Compensation Disbursement,2022-10-13,2023-03-29,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000107,8,Possession,2022-10-13,2022-12-25,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000107,9,Mutation & Handover,2022-10-13,2022-12-06,,,Stalled,0.0,,Implementing Agency
SIH26017-PRJ-000108,1,Preliminary Notification (Sec 11),2023-11-29,2024-01-23,2023-11-29,2024-03-13,Completed,100.0,50.0,Revenue Dept
SIH26017-PRJ-000108,2,Social Impact Assessment (SIA),2024-03-16,2024-07-30,2024-03-16,2025-03-13,Completed,100.0,226.0,District Collectorate
SIH26017-PRJ-000108,3,Survey & Measurement,2025-03-15,2025-06-10,2025-03-15,2026-01-09,Completed,100.0,213.0,LA Branch
SIH26017-PRJ-000108,4,Draft Declaration,2026-01-15,2026-03-22,2026-01-15,,In Progress,100.0,,LA Branch
SIH26017-PRJ-000108,5,Final Declaration (Sec 19),2026-10-02,2027-01-08,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000108,6,Award Declaration (Sec 23),2027-12-21,2028-04-08,,,Not Started,0.0,,LA Branch
SIH26017-PRJ-000108,7,Compensation Disbursement,2029-02-25,2029-08-14,,,Not Started,0.0,,Revenue Dept
SIH26017-PRJ-000108,8,Possession,2030-04-10,2030-07-06,,,Not Started,0.0,,LA Branch
SIH26017-PRJ-000108,9,Mutation & Handover,2031-03-26,2031-05-27,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000109,1,Preliminary Notification (Sec 11),2022-08-27,2022-10-21,2022-08-27,2022-10-06,Completed,100.0,-15.0,District Collectorate
SIH26017-PRJ-000109,2,Social Impact Assessment (SIA),2022-10-07,2023-02-07,2022-10-07,2022-12-18,Completed,100.0,-51.0,Implementing Agency
SIH26017-PRJ-000109,3,Survey & Measurement,2022-12-20,2023-03-09,2022-12-20,2023-03-02,Completed,100.0,-7.0,District Collectorate
SIH26017-PRJ-000109,4,Draft Declaration,2023-03-05,2023-04-27,2023-03-05,2023-04-09,Completed,100.0,-18.0,District Collectorate
SIH26017-PRJ-000109,5,Final Declaration (Sec 19),2023-04-13,2023-06-28,2023-04-13,2023-06-14,Completed,100.0,-14.0,District Collectorate
SIH26017-PRJ-000109,6,Award Declaration (Sec 23),2023-06-20,2023-09-09,2023-06-20,2023-07-30,Completed,100.0,-41.0,LA Branch
SIH26017-PRJ-000109,7,Compensation Disbursement,2023-08-01,2023-12-31,2023-08-01,2023-10-16,Completed,100.0,-76.0,District Collectorate
SIH26017-PRJ-000109,8,Possession,2023-10-23,2024-01-11,2023-10-23,2023-12-02,Completed,100.0,-40.0,Revenue Dept
SIH26017-PRJ-000109,9,Mutation & Handover,2023-12-07,2024-01-31,2023-12-07,2024-02-09,Completed,100.0,9.0,Revenue Dept
SIH26017-PRJ-000110,1,Preliminary Notification (Sec 11),2020-11-26,2021-02-04,2020-11-26,2021-03-28,Completed,100.0,52.0,District Collectorate
SIH26017-PRJ-000110,2,Social Impact Assessment (SIA),2021-04-02,2021-08-03,2021-04-02,2021-08-10,Completed,100.0,7.0,District Collectorate
SIH26017-PRJ-000110,3,Survey & Measurement,2021-08-15,2021-10-31,2021-08-15,2021-12-22,Completed,100.0,52.0,District Collectorate
SIH26017-PRJ-000110,4,Draft Declaration,2021-12-30,2022-02-26,2021-12-30,2022-07-31,Completed,100.0,155.0,Revenue Dept
SIH26017-PRJ-000110,5,Final Declaration (Sec 19),2022-08-04,2022-10-25,2022-08-04,2023-04-26,Completed,100.0,183.0,District Collectorate
SIH26017-PRJ-000110,6,Award Declaration (Sec 23),2023-05-02,2023-08-12,2023-05-02,2024-06-08,Completed,100.0,301.0,Implementing Agency
SIH26017-PRJ-000110,7,Compensation Disbursement,2024-06-16,2024-11-21,2024-06-16,2026-07-26,Completed,100.0,612.0,Implementing Agency
SIH26017-PRJ-000110,8,Possession,2026-08-02,2026-10-15,2026-08-02,,In Progress,17.6,,District Collectorate
SIH26017-PRJ-000110,9,Mutation & Handover,2027-05-28,2027-08-03,,,Not Started,0.0,,Revenue Dept
SIH26017-PRJ-000111,1,Preliminary Notification (Sec 11),2022-09-16,2022-11-05,2022-09-16,2022-11-07,Completed,100.0,2.0,District Collectorate
SIH26017-PRJ-000111,2,Social Impact Assessment (SIA),2022-11-10,2023-02-21,2022-11-10,2023-04-15,Completed,100.0,53.0,Implementing Agency
SIH26017-PRJ-000111,3,Survey & Measurement,2023-04-20,2023-07-10,2023-04-20,2023-06-04,Completed,100.0,-36.0,District Collectorate
SIH26017-PRJ-000111,4,Draft Declaration,2023-06-09,2023-07-29,2023-06-09,2023-07-04,Completed,100.0,-25.0,Revenue Dept
SIH26017-PRJ-000111,5,Final Declaration (Sec 19),2023-07-06,2023-09-06,2023-07-06,2023-08-19,Completed,100.0,-18.0,Implementing Agency
SIH26017-PRJ-000111,6,Award Declaration (Sec 23),2023-08-23,2023-11-28,2023-08-23,2023-10-11,Completed,100.0,-48.0,District Collectorate
SIH26017-PRJ-000111,7,Compensation Disbursement,2023-10-16,2024-03-07,2023-10-16,2024-04-09,Completed,100.0,33.0,Implementing Agency
SIH26017-PRJ-000111,8,Possession,2024-04-13,2024-06-24,2024-04-13,2024-06-21,Completed,100.0,-3.0,Revenue Dept
SIH26017-PRJ-000111,9,Mutation & Handover,2024-06-27,2024-08-16,2024-06-27,2024-08-12,Completed,100.0,-4.0,Revenue Dept
SIH26017-PRJ-000112,1,Preliminary Notification (Sec 11),2016-01-18,2016-03-12,2016-01-18,2016-03-05,Completed,100.0,-7.0,LA Branch
SIH26017-PRJ-000112,2,Social Impact Assessment (SIA),2016-03-11,2016-06-27,2016-03-11,2016-06-13,Completed,100.0,-14.0,Revenue Dept
SIH26017-PRJ-000112,3,Survey & Measurement,2016-06-21,2016-09-05,2016-06-21,2016-09-04,Completed,100.0,-1.0,Revenue Dept
SIH26017-PRJ-000112,4,Draft Declaration,2016-09-07,2016-11-07,2016-09-07,2016-10-26,Completed,100.0,-12.0,District Collectorate
SIH26017-PRJ-000112,5,Final Declaration (Sec 19),2016-10-27,2017-01-15,2016-10-27,2017-01-07,Completed,100.0,-8.0,Revenue Dept
SIH26017-PRJ-000112,6,Award Declaration (Sec 23),2017-01-13,2017-04-27,2017-01-13,2017-03-23,Completed,100.0,-35.0,LA Branch
SIH26017-PRJ-000112,7,Compensation Disbursement,2017-03-26,2017-08-14,2017-03-26,2017-08-01,Completed,100.0,-13.0,District Collectorate
SIH26017-PRJ-000112,8,Possession,2017-08-08,2017-10-30,2017-08-08,2017-09-21,Completed,100.0,-39.0,Revenue Dept
SIH26017-PRJ-000112,9,Mutation & Handover,2017-09-25,2017-11-28,2017-09-25,2017-11-28,Completed,100.0,0.0,District Collectorate
SIH26017-PRJ-000113,1,Preliminary Notification (Sec 11),2022-02-01,2022-04-03,2022-02-01,2022-08-12,Completed,100.0,131.0,LA Branch
SIH26017-PRJ-000113,2,Social Impact Assessment (SIA),2022-08-17,2022-12-28,2022-08-17,2025-07-01,Completed,100.0,916.0,LA Branch
SIH26017-PRJ-000113,3,Survey & Measurement,2025-07-07,2025-09-27,2025-07-07,,In Progress,100.0,,Revenue Dept
SIH26017-PRJ-000113,4,Draft Declaration,2026-12-15,2027-02-04,,,Not Started,0.0,,LA Branch
SIH26017-PRJ-000113,5,Final Declaration (Sec 19),2027-04-01,2027-06-10,,,Not Started,0.0,,LA Branch
SIH26017-PRJ-000113,6,Award Declaration (Sec 23),2028-09-22,2028-12-13,,,Not Started,0.0,,Implementing Agency
SIH26017-PRJ-000113,7,Compensation Disbursement,2030-04-08,2030-09-06,,,Not Started,0.0,,District Collectorate
SIH26017-PRJ-000113,8,Possession,2031-03-28,2031-06-11,,,Not Started,0.0,,Implementing Agency
SIH26017-PRJ-000113,9,Mutation & Handover,2031-09-05,2031-10-30,,,Not Started,0.0,,Revenue Dept
SIH26017-PRJ-000114,1,Preliminary Notification (Sec 11),2018-10-20,2018-12-11,2018-10-20,2018-12-15,Completed,100.0,4.0,Revenue Dept
SIH26017-PRJ-000114,2,Social Impact Assessment (SIA),2018-12-21,2019-04-29,2018-12-21,2019-06-08,Completed,100.0,40.0,District Collectorate
SIH26017-PRJ-000114,3,Survey & Measurement,2019-06-12,2019-08-27,2019-06-12,2020-01-27,Completed,100.0,153.0,LA Branch
SIH26017-PRJ-000114,4,Draft Declaration,2020-01-31,2020-04-14,2020-01-31,2020-05-14,Completed,100.0,30.0,District Collectorate
SIH26017-PRJ-000114,5,Final Declaration (Sec 19),2020-05-17,2020-08-05,2020-05-17,2020-08-27,Completed,100.0,22.0,LA Branch
SIH26017-PRJ-000114,6,Award Declaration (Sec 23),2020-08-29,2020-12-02,2020-08-29,2021-03-28,Completed,100.0,116.0,LA Branch
SIH26017-PRJ-000114,7,Compensation Disbursement,2021-03-31,2021-08-17,2021-03-31,2022-11-12,Completed,100.0,452.0,District Collectorate
SIH26017-PRJ-000114,8,Possession,2022-11-17,2023-02-07,2022-11-17,2024-04-30,Completed,100.0,448.0,District Collectorate
SIH26017-PRJ-000114,9,Mutation & Handover,2024-05-04,2024-07-04,2024-05-04,2024-10-19,Completed,100.0,107.0,District Collectorate
SIH26017-PRJ-000115,1,Preliminary Notification (Sec 11),2016-06-08,2016-08-21,2016-06-08,2016-12-18,Completed,100.0,119.0,District Collectorate
SIH26017-PRJ-000115,2,Social Impact Assessment (SIA),2016-12-25,2017-04-17,2016-12-25,2017-07-12,Completed,100.0,86.0,District Collectorate
SIH26017-PRJ-000115,3,Survey & Measurement,2017-07-13,2017-09-27,2017-07-13,2018-01-24,Completed,100.0,119.0,District Collectorate
SIH26017-PRJ-000115,4,Draft Declaration,2018-01-26,2018-03-25,2018-01-26,2018-05-17,Completed,100.0,53.0,Revenue Dept
SIH26017-PRJ-000115,5,Final Declaration (Sec 19),2018-05-21,2018-08-11,2018-05-21,2018-11-13,Completed,100.0,94.0,District Collectorate
SIH26017-PRJ-000115,6,Award Declaration (Sec 23),2018-11-16,2019-02-19,2018-11-16,2019-02-15,Completed,100.0,-4.0,District Collectorate
SIH26017-PRJ-000115,7,Compensation Disbursement,2019-02-19,2019-08-08,2019-02-19,2019-12-01,Completed,100.0,115.0,District Collectorate
SIH26017-PRJ-000115,8,Possession,2019-12-07,2020-02-13,2019-12-07,2020-07-25,Completed,100.0,163.0,Revenue Dept
SIH26017-PRJ-000115,9,Mutation & Handover,2020-07-30,2020-09-19,2020-07-30,2020-11-23,Completed,100.0,65.0,District Collectorate
SIH26017-PRJ-000116,1,Preliminary Notification (Sec 11),2018-10-19,2018-12-08,2018-10-19,2018-11-13,Completed,100.0,-25.0,Revenue Dept
SIH26017-PRJ-000116,2,Social Impact Assessment (SIA),2018-11-15,2019-03-10,2018-11-15,2019-01-28,Completed,100.0,-41.0,LA Branch
SIH26017-PRJ-000116,3,Survey & Measurement,2019-01-29,2019-04-01,2019-01-29,2019-04-02,Completed,100.0,1.0,District Collectorate
SIH26017-PRJ-000116,4,Draft Declaration,2019-04-03,2019-05-23,2019-04-03,2019-05-02,Completed,100.0,-21.0,District Collectorate
SIH26017-PRJ-000116,5,Final Declaration (Sec 19),2019-05-03,2019-07-12,2019-05-03,2019-07-11,Completed,100.0,-1.0,Implementing Agency
SIH26017-PRJ-000116,6,Award Declaration (Sec 23),2019-07-17,2019-10-03,2019-07-17,2019-09-15,Completed,100.0,-18.0,District Collectorate
SIH26017-PRJ-000116,7,Compensation Disbursement,2019-09-19,2020-02-05,2019-09-19,2019-11-28,Completed,100.0,-69.0,LA Branch
SIH26017-PRJ-000116,8,Possession,2019-12-04,2020-02-15,2019-12-04,2020-02-09,Completed,100.0,-6.0,District Collectorate
SIH26017-PRJ-000116,9,Mutation & Handover,2020-02-12,2020-04-03,2020-02-12,2020-04-07,Completed,100.0,4.0,LA Branch
SIH26017-PRJ-000117,1,Preliminary Notification (Sec 11),2019-08-18,2019-10-08,2019-08-18,2019-09-29,Completed,100.0,-9.0,District Collectorate
SIH26017-PRJ-000117,2,Social Impact Assessment (SIA),2019-10-05,2020-01-21,2019-10-05,2020-03-27,Completed,100.0,66.0,LA Branch
SIH26017-PRJ-000117,3,Survey & Measurement,2020-03-30,2020-06-16,2020-03-30,2020-08-04,Completed,100.0,49.0,Revenue Dept
SIH26017-PRJ-000117,4,Draft Declaration,2020-08-13,2020-09-30,2020-08-13,2020-10-16,Completed,100.0,16.0,District Collectorate
SIH26017-PRJ-000117,5,Final Declaration (Sec 19),2020-10-25,2021-01-18,2020-10-25,2021-01-18,Completed,100.0,0.0,District Collectorate
SIH26017-PRJ-000117,6,Award Declaration (Sec 23),2021-01-21,2021-04-18,2021-01-21,2021-09-01,Completed,100.0,136.0,Implementing Agency
SIH26017-PRJ-000117,7,Compensation Disbursement,2021-09-05,2022-01-30,2021-09-05,2022-01-09,Completed,100.0,-21.0,Revenue Dept
SIH26017-PRJ-000117,8,Possession,2022-01-13,2022-03-22,2022-01-13,2022-03-17,Completed,100.0,-5.0,LA Branch
SIH26017-PRJ-000117,9,Mutation & Handover,2022-03-20,2022-05-16,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000118,1,Preliminary Notification (Sec 11),2017-12-08,2018-02-13,2017-12-08,2018-03-21,Completed,100.0,36.0,Revenue Dept
SIH26017-PRJ-000118,2,Social Impact Assessment (SIA),2018-03-26,2018-08-07,2018-03-26,2018-09-09,Completed,100.0,33.0,District Collectorate
SIH26017-PRJ-000118,3,Survey & Measurement,2018-09-10,2018-12-11,2018-09-10,2019-02-03,Completed,100.0,54.0,District Collectorate
SIH26017-PRJ-000118,4,Draft Declaration,2019-02-04,2019-04-21,2019-02-04,2019-05-14,Completed,100.0,23.0,LA Branch
SIH26017-PRJ-000118,5,Final Declaration (Sec 19),2019-05-16,2019-08-20,2019-05-16,2020-03-15,Completed,100.0,208.0,District Collectorate
SIH26017-PRJ-000118,6,Award Declaration (Sec 23),2020-03-18,2020-07-22,2020-03-18,2021-12-26,Completed,100.0,522.0,LA Branch
SIH26017-PRJ-000118,7,Compensation Disbursement,2021-12-29,2022-06-25,2021-12-29,2024-01-11,Completed,100.0,565.0,District Collectorate
SIH26017-PRJ-000118,8,Possession,2024-01-17,2024-04-11,2024-01-17,2025-03-03,Completed,100.0,326.0,Implementing Agency
SIH26017-PRJ-000118,9,Mutation & Handover,2025-03-06,2025-05-15,2025-03-06,2025-10-18,Completed,100.0,156.0,LA Branch
SIH26017-PRJ-000119,1,Preliminary Notification (Sec 11),2024-04-20,2024-06-20,2024-04-20,2024-06-02,Completed,100.0,-18.0,LA Branch
SIH26017-PRJ-000119,2,Social Impact Assessment (SIA),2024-06-06,2024-10-15,2024-06-06,2024-08-11,Completed,100.0,-65.0,District Collectorate
SIH26017-PRJ-000119,3,Survey & Measurement,2024-08-14,2024-11-05,2024-08-14,2024-09-24,Completed,100.0,-42.0,District Collectorate
SIH26017-PRJ-000119,4,Draft Declaration,2024-09-29,2024-11-24,2024-09-29,2024-11-17,Completed,100.0,-7.0,District Collectorate
SIH26017-PRJ-000119,5,Final Declaration (Sec 19),2024-11-19,2025-02-03,2024-11-19,2025-01-24,Completed,100.0,-10.0,District Collectorate
SIH26017-PRJ-000119,6,Award Declaration (Sec 23),2025-01-28,2025-04-29,2025-01-28,2025-05-04,Completed,100.0,5.0,LA Branch
SIH26017-PRJ-000119,7,Compensation Disbursement,2025-05-09,2025-10-17,2025-05-09,2025-08-18,Completed,100.0,-60.0,District Collectorate
SIH26017-PRJ-000119,8,Possession,2025-08-22,2025-11-26,2025-08-22,2025-10-25,Completed,100.0,-32.0,LA Branch
SIH26017-PRJ-000119,9,Mutation & Handover,2025-10-28,2025-12-13,2025-10-28,2025-12-14,Completed,100.0,1.0,Implementing Agency
SIH26017-PRJ-000120,1,Preliminary Notification (Sec 11),2020-05-30,2020-07-24,2020-05-30,2020-10-14,Completed,100.0,82.0,District Collectorate
SIH26017-PRJ-000120,2,Social Impact Assessment (SIA),2020-10-17,2021-02-15,2020-10-17,2021-04-25,Completed,100.0,69.0,Revenue Dept
SIH26017-PRJ-000120,3,Survey & Measurement,2021-04-27,2021-07-23,2021-04-27,2021-11-05,Completed,100.0,105.0,District Collectorate
SIH26017-PRJ-000120,4,Draft Declaration,2021-11-09,2022-01-26,2021-11-09,2022-06-05,Completed,100.0,130.0,Revenue Dept
SIH26017-PRJ-000120,5,Final Declaration (Sec 19),2022-06-09,2022-08-29,2022-06-09,2023-04-15,Completed,100.0,229.0,LA Branch
SIH26017-PRJ-000120,6,Award Declaration (Sec 23),2023-04-19,2023-08-20,2023-04-19,2024-03-10,Completed,100.0,203.0,Revenue Dept
SIH26017-PRJ-000120,7,Compensation Disbursement,2024-03-17,2024-09-24,2024-03-17,,In Progress,100.0,,District Collectorate
SIH26017-PRJ-000120,8,Possession,2026-12-15,2027-03-19,,,Not Started,0.0,,Implementing Agency
SIH26017-PRJ-000120,9,Mutation & Handover,2027-11-03,2028-01-10,,,Not Started,0.0,,Revenue Dept
SIH26017-PRJ-000121,1,Preliminary Notification (Sec 11),2015-09-10,2015-11-14,2015-09-10,2016-03-29,Completed,100.0,136.0,District Collectorate
SIH26017-PRJ-000121,2,Social Impact Assessment (SIA),2016-03-31,2016-08-06,2016-03-31,2017-05-12,Completed,100.0,279.0,LA Branch
SIH26017-PRJ-000121,3,Survey & Measurement,2017-05-17,2017-08-03,2017-05-17,2018-03-16,Completed,100.0,225.0,District Collectorate
SIH26017-PRJ-000121,4,Draft Declaration,2018-03-19,2018-05-07,2018-03-19,2018-09-09,Completed,100.0,125.0,LA Branch
SIH26017-PRJ-000121,5,Final Declaration (Sec 19),2018-09-15,2018-12-05,2018-09-15,2020-04-03,Completed,100.0,485.0,District Collectorate
SIH26017-PRJ-000121,6,Award Declaration (Sec 23),2020-04-07,2020-07-15,,,Stalled,0.0,,Implementing Agency
SIH26017-PRJ-000121,7,Compensation Disbursement,2020-04-07,2020-10-01,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000121,8,Possession,2020-04-07,2020-06-20,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000121,9,Mutation & Handover,2020-04-07,2020-06-03,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000122,1,Preliminary Notification (Sec 11),2023-10-12,2023-12-13,2023-10-12,2024-04-29,Completed,100.0,138.0,Implementing Agency
SIH26017-PRJ-000122,2,Social Impact Assessment (SIA),2024-05-04,2024-09-20,2024-05-04,2025-03-26,Completed,100.0,187.0,LA Branch
SIH26017-PRJ-000122,3,Survey & Measurement,2025-03-29,2025-06-23,,,Stalled,0.0,,Implementing Agency
SIH26017-PRJ-000122,4,Draft Declaration,2025-03-29,2025-05-29,,,Stalled,0.0,,Implementing Agency
SIH26017-PRJ-000122,5,Final Declaration (Sec 19),2025-03-29,2025-06-20,,,Stalled,0.0,,LA Branch
SIH26017-PRJ-000122,6,Award Declaration (Sec 23),2025-03-29,2025-07-07,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000122,7,Compensation Disbursement,2025-03-29,2025-09-13,,,Stalled,0.0,,Revenue Dept
SIH26017-PRJ-000122,8,Possession,2025-03-29,2025-06-30,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000122,9,Mutation & Handover,2025-03-29,2025-05-24,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000123,1,Preliminary Notification (Sec 11),2021-12-11,2022-02-15,2021-12-11,2022-05-04,Completed,100.0,78.0,District Collectorate
SIH26017-PRJ-000123,2,Social Impact Assessment (SIA),2022-05-08,2022-09-18,2022-05-08,2023-04-18,Completed,100.0,212.0,District Collectorate
SIH26017-PRJ-000123,3,Survey & Measurement,2023-04-25,2023-07-22,2023-04-25,2023-06-25,Completed,100.0,-27.0,LA Branch
SIH26017-PRJ-000123,4,Draft Declaration,2023-06-30,2023-08-30,2023-06-30,2023-11-09,Completed,100.0,71.0,District Collectorate
SIH26017-PRJ-000123,5,Final Declaration (Sec 19),2023-11-14,2024-02-06,2023-11-14,2024-12-18,Completed,100.0,316.0,District Collectorate
SIH26017-PRJ-000123,6,Award Declaration (Sec 23),2024-12-24,2025-04-07,2024-12-24,,In Progress,100.0,,District Collectorate
SIH26017-PRJ-000123,7,Compensation Disbursement,2027-04-12,2027-09-17,,,Not Started,0.0,,Revenue Dept
SIH26017-PRJ-000123,8,Possession,2029-06-30,2029-09-25,,,Not Started,0.0,,Implementing Agency
SIH26017-PRJ-000123,9,Mutation & Handover,2031-05-26,2031-07-28,,,Not Started,0.0,,LA Branch
SIH26017-PRJ-000124,1,Preliminary Notification (Sec 11),2016-07-08,2016-09-08,2016-07-08,2016-09-11,Completed,100.0,3.0,Revenue Dept
SIH26017-PRJ-000124,2,Social Impact Assessment (SIA),2016-09-16,2017-01-24,2016-09-16,2017-07-02,Completed,100.0,159.0,District Collectorate
SIH26017-PRJ-000124,3,Survey & Measurement,2017-07-06,2017-09-29,2017-07-06,2017-11-23,Completed,100.0,55.0,Implementing Agency
SIH26017-PRJ-000124,4,Draft Declaration,2017-11-29,2018-01-20,2017-11-29,2018-03-04,Completed,100.0,43.0,LA Branch
SIH26017-PRJ-000124,5,Final Declaration (Sec 19),2018-03-07,2018-05-27,2018-03-07,2018-10-13,Completed,100.0,139.0,Revenue Dept
SIH26017-PRJ-000124,6,Award Declaration (Sec 23),2018-10-17,2019-01-20,2018-10-17,2019-08-20,Completed,100.0,212.0,Implementing Agency
SIH26017-PRJ-000124,7,Compensation Disbursement,2019-08-25,2020-02-19,2019-08-25,2021-11-14,Completed,100.0,634.0,LA Branch
SIH26017-PRJ-000124,8,Possession,2021-11-17,2022-01-27,,,Stalled,0.0,,Implementing Agency
SIH26017-PRJ-000124,9,Mutation & Handover,2021-11-17,2022-01-21,,,Stalled,0.0,,District Collectorate
SIH26017-PRJ-000125,1,Preliminary Notification (Sec 11),2017-01-01,2017-02-26,2017-01-01,2017-02-27,Completed,100.0,1.0,Implementing Agency
SIH26017-PRJ-000125,2,Social Impact Assessment (SIA),2017-02-28,2017-06-16,2017-02-28,2017-08-13,Completed,100.0,58.0,District Collectorate
SIH26017-PRJ-000125,3,Survey & Measurement,2017-08-16,2017-11-04,2017-08-16,2018-01-04,Completed,100.0,61.0,District Collectorate
SIH26017-PRJ-000125,4,Draft Declaration,2018-01-11,2018-03-10,2018-01-11,2018-04-04,Completed,100.0,25.0,Implementing Agency
